"ptt-id","location-datetime-utc","location-latitude","location-longitude","location-quality"
10102,10/13/09 02:38 PM,57.17,-170.16,3
10102,11/11/09 03:24 AM,57.17,-170.159,2
10102,10/03/09 03:24 AM,57.162,-170.159,1
10102,10/06/09 03:53 AM,57.181,-170.158,3
10102,10/05/09 05:56 PM,57.169,-170.158,2
10102,10/05/09 05:58 AM,57.166,-170.158,"B"
10102,11/04/09 03:08 AM,57.173,-170.157,"A"
10102,10/03/09 05:06 AM,57.177,-170.156,"A"
10102,11/09/09 02:08 AM,57.173,-170.156,2
10102,11/04/09 03:55 AM,57.172,-170.156,"A"
10102,11/11/09 05:07 AM,57.169,-170.156,1
10102,10/06/09 02:05 AM,57.155,-170.156,"A"
10102,10/04/09 05:23 AM,57.16,-170.151,1
10102,10/05/09 02:19 AM,57.164,-170.15,2
10102,11/11/09 05:00 AM,57.173,-170.149,1
10102,10/06/09 04:44 AM,57.218,-170.127,1
10102,11/11/09 05:38 AM,57.181,-170.119,0
10102,10/06/09 02:10 AM,57.186,-170.116,"B"
10102,10/06/09 05:43 AM,57.249,-170.095,0
10102,10/05/09 02:06 AM,57.195,-170.085,"B"
10102,10/15/09 02:02 PM,57.218,-170.078,"A"
10102,10/15/09 02:16 PM,57.219,-170.074,1
10102,10/06/09 02:24 PM,57.726,-170.004,"B"
10102,10/25/09 02:12 PM,57.137,-169.998,1
10102,10/25/09 02:23 PM,57.139,-169.994,1
10102,10/15/09 03:43 PM,57.241,-169.964,3
10102,10/15/09 03:56 PM,57.247,-169.954,3
10102,10/15/09 03:55 PM,57.246,-169.951,2
10102,10/06/09 04:00 PM,57.775,-169.933,"A"
10102,10/25/09 03:02 PM,57.147,-169.928,1
10102,10/06/09 04:03 PM,57.788,-169.922,"B"
10102,10/08/09 02:02 PM,58.86,-169.92,0
10102,10/06/09 05:39 PM,57.893,-169.899,3
10102,10/09/09 03:14 AM,58.94,-169.887,3
10102,10/25/09 03:41 PM,57.137,-169.886,"B"
10102,10/07/09 03:48 PM,58.508,-169.881,2
10102,10/09/09 03:43 AM,58.942,-169.873,1
10102,10/07/09 03:44 PM,58.501,-169.869,2
10102,10/07/09 03:34 PM,58.508,-169.868,3
10102,10/07/09 03:48 PM,58.508,-169.867,1
10102,10/07/09 02:04 PM,58.478,-169.86,1
10102,10/09/09 04:23 AM,58.938,-169.854,3
10102,10/09/09 04:56 AM,58.942,-169.853,1
10102,10/09/09 04:30 AM,58.94,-169.842,1
10102,10/06/09 05:44 PM,57.875,-169.836,0
10102,10/09/09 05:18 AM,58.937,-169.828,0
10102,10/25/09 03:50 PM,57.15,-169.828,"B"
10102,10/08/09 04:04 AM,58.793,-169.791,1
10102,10/08/09 05:41 AM,58.836,-169.79,1
10102,10/10/09 03:24 AM,58.903,-169.787,2
10102,10/08/09 03:26 AM,58.769,-169.786,1
10102,10/08/09 04:53 AM,58.815,-169.78,2
10102,10/08/09 03:16 AM,58.757,-169.777,1
10102,10/08/09 02:26 AM,58.758,-169.773,1
10102,10/08/09 05:09 AM,58.821,-169.77,2
10102,10/10/09 03:58 AM,58.892,-169.769,3
10102,10/10/09 04:42 AM,58.887,-169.76,2
10102,10/08/09 04:45 AM,58.813,-169.758,2
10102,10/10/09 03:02 AM,58.903,-169.745,3
10102,10/10/09 02:17 AM,58.914,-169.741,1
10102,10/10/09 02:31 AM,58.909,-169.741,"A"
10102,10/07/09 05:18 AM,58.154,-169.721,"A"
10102,10/10/09 05:01 AM,58.867,-169.719,"A"
10102,10/07/09 04:24 AM,58.115,-169.706,0
10102,10/07/09 03:37 AM,58.095,-169.694,2
10102,10/07/09 02:46 AM,58.09,-169.694,"A"
10102,10/07/09 03:38 AM,58.098,-169.692,1
10102,10/07/09 02:00 AM,58.102,-169.684,"B"
10102,10/07/09 05:19 AM,58.158,-169.678,2
10102,10/07/09 03:29 AM,58.098,-169.672,2
10102,10/07/09 05:11 AM,58.153,-169.666,2
10102,10/25/09 04:43 PM,57.181,-169.644,0
10102,10/25/09 05:19 PM,57.195,-169.642,2
10102,10/25/09 05:31 PM,57.216,-169.619,1
10102,10/13/09 02:26 AM,57.352,-169.613,1
10102,10/13/09 02:47 AM,57.345,-169.576,3
10102,10/11/09 02:50 AM,58.695,-169.564,0
10102,10/13/09 04:08 AM,57.267,-169.554,1
10102,10/13/09 04:24 AM,57.251,-169.55,2
10102,10/16/09 01:59 AM,57.533,-169.528,"B"
10102,10/13/09 05:48 AM,57.174,-169.527,3
10102,10/13/09 04:38 AM,57.247,-169.526,2
10102,10/12/09 03:15 PM,57.806,-169.522,3
10102,10/11/09 04:40 AM,58.668,-169.512,1
10102,10/11/09 03:34 AM,58.67,-169.511,0
10102,10/13/09 05:37 AM,57.186,-169.5,2
10102,10/12/09 02:49 PM,57.821,-169.471,2
10102,10/16/09 02:59 AM,57.587,-169.446,0
10102,10/16/09 03:29 AM,57.592,-169.434,3
10102,10/16/09 04:39 AM,57.63,-169.433,1
10102,10/16/09 03:13 AM,57.59,-169.407,1
10102,10/16/09 03:29 AM,57.597,-169.405,1
10102,10/16/09 04:54 AM,57.645,-169.398,2
10102,10/16/09 05:06 AM,57.65,-169.393,1
10102,10/16/09 05:15 AM,57.655,-169.38,3
10102,11/11/09 02:37 PM,57.254,-169.38,0
10102,11/11/09 02:54 PM,57.271,-169.377,"A"
10102,11/11/09 02:50 PM,57.258,-169.355,0
10102,10/23/09 05:45 AM,57.604,-169.343,"B"
10102,10/12/09 05:55 AM,58.181,-169.299,1
10102,10/12/09 05:56 AM,58.179,-169.286,0
10102,10/12/09 04:50 AM,58.24,-169.262,1
10102,11/11/09 04:12 PM,57.264,-169.248,0
10102,10/12/09 05:00 AM,58.228,-169.24,1
10102,10/23/09 03:53 AM,57.674,-169.22,"A"
10102,10/12/09 02:43 AM,58.325,-169.216,"A"
10102,10/12/09 04:19 AM,58.258,-169.215,1
10102,10/12/09 03:12 AM,58.305,-169.209,1
10102,10/12/09 03:24 AM,58.301,-169.205,"A"
10102,11/11/09 04:38 PM,57.23,-169.204,1
10102,10/23/09 03:46 AM,57.696,-169.183,1
10102,10/23/09 03:50 AM,57.688,-169.174,1
10102,10/23/09 02:08 AM,57.564,-169.162,"A"
10102,11/11/09 05:23 PM,57.235,-169.151,0
10102,10/23/09 02:04 AM,57.758,-169.105,1
10102,11/11/09 03:36 PM,57.291,-169.098,"B"
10102,10/16/09 02:05 PM,57.918,-169.07,0
10102,11/03/09 04:49 AM,57.326,-168.988,"B"
10102,10/26/09 02:52 AM,57.541,-168.948,0
10102,10/26/09 02:02 AM,57.505,-168.948,2
10102,10/26/09 02:58 AM,57.54,-168.931,"A"
10102,10/26/09 02:33 AM,57.519,-168.919,2
10102,10/26/09 04:34 AM,57.597,-168.891,1
10102,10/26/09 03:15 AM,57.535,-168.89,3
10102,10/26/09 04:13 AM,57.569,-168.883,3
10102,10/26/09 04:30 AM,57.582,-168.873,2
10102,10/26/09 04:55 AM,57.592,-168.862,2
10102,11/03/09 02:40 AM,57.394,-168.791,1
10102,11/12/09 02:26 AM,57.265,-168.58,2
10102,10/22/09 04:30 AM,58.3,-168.567,"A"
10102,10/22/09 02:35 AM,58.318,-168.558,0
10102,10/22/09 04:02 AM,58.293,-168.556,0
10102,10/26/09 02:11 PM,57.915,-168.553,"B"
10102,10/22/09 04:10 AM,58.298,-168.55,2
10102,10/22/09 02:30 AM,58.302,-168.521,1
10102,10/22/09 02:21 AM,58.307,-168.518,1
10102,10/22/09 04:13 AM,58.297,-168.515,0
10102,10/22/09 02:51 AM,58.305,-168.506,"B"
10102,11/12/09 03:01 AM,57.279,-168.506,"B"
10102,10/20/09 03:21 PM,58.433,-168.496,"A"
10102,10/20/09 03:17 AM,58.393,-168.485,1
10102,11/12/09 03:13 AM,57.256,-168.484,1
10102,10/20/09 02:44 AM,58.39,-168.479,2
10102,10/20/09 04:54 AM,58.419,-168.466,0
10102,10/20/09 03:17 AM,58.389,-168.464,2
10102,10/21/09 04:50 AM,58.39,-168.453,"A"
10102,10/20/09 03:14 PM,58.441,-168.45,"A"
10102,10/20/09 05:15 AM,58.424,-168.45,"A"
10102,10/20/09 04:57 AM,58.415,-168.443,2
10102,10/21/09 02:32 AM,58.362,-168.442,1
10102,10/20/09 03:35 AM,58.395,-168.433,0
10102,10/21/09 04:33 AM,58.399,-168.431,1
10102,11/12/09 04:04 AM,57.232,-168.431,1
10102,10/19/09 03:44 PM,58.404,-168.421,"B"
10102,10/20/09 04:25 AM,58.401,-168.421,1
10102,11/12/09 04:55 AM,57.196,-168.402,"A"
10102,11/12/09 05:17 AM,57.212,-168.291,"A"
10102,10/17/09 02:39 AM,58.066,-168.28,"A"
10102,10/19/09 04:36 AM,58.398,-168.26,3
10102,10/19/09 05:14 AM,58.393,-168.26,3
10102,10/19/09 05:22 AM,58.405,-168.259,2
10102,10/19/09 03:59 AM,58.405,-168.227,1
10102,10/17/09 03:18 AM,58.079,-168.218,2
10102,10/18/09 04:15 PM,58.42,-168.217,"A"
10102,10/17/09 04:17 AM,58.08,-168.215,2
10102,10/19/09 03:36 AM,58.405,-168.213,0
10102,10/19/09 03:41 AM,58.412,-168.212,2
10102,10/17/09 04:30 AM,58.079,-168.208,3
10102,10/17/09 04:45 AM,58.079,-168.205,2
10102,10/19/09 02:56 AM,58.4,-168.199,2
10102,10/18/09 03:25 PM,58.437,-168.194,"A"
10102,10/17/09 03:05 AM,58.09,-168.194,0
10102,10/17/09 02:50 AM,58.084,-168.19,0
10102,10/17/09 04:59 AM,58.081,-168.179,1
10102,10/18/09 05:58 AM,58.408,-168.137,"B"
10102,11/02/09 03:10 PM,57.667,-168.128,2
10102,11/02/09 02:42 PM,57.667,-168.125,3
10102,10/17/09 05:52 AM,58.128,-168.109,"B"
10102,11/02/09 02:27 PM,57.673,-168.106,2
10102,10/18/09 04:49 AM,58.427,-168.079,2
10102,10/18/09 03:55 AM,58.477,-168.047,0
10102,10/27/09 05:48 AM,58.305,-168.038,1
10102,10/18/09 04:22 AM,58.433,-168.037,2
10102,10/18/09 03:07 AM,58.397,-168.037,2
10102,10/27/09 05:31 AM,58.3,-168.027,2
10102,10/27/09 03:50 AM,58.231,-168.026,3
10102,10/27/09 04:11 AM,58.244,-168.02,1
10102,10/27/09 04:12 AM,58.243,-168.017,2
10102,10/18/09 04:06 AM,58.423,-168.014,3
10102,10/27/09 04:43 AM,58.264,-168.007,2
10102,10/27/09 02:14 PM,58.497,-167.877,0
10102,10/27/09 03:32 PM,58.493,-167.789,3
10102,10/27/09 03:57 PM,58.48,-167.774,2
10102,10/27/09 03:42 PM,58.484,-167.766,2
10102,11/12/09 02:24 PM,57.049,-167.44,0
10102,10/28/09 03:48 AM,58.478,-167.433,0
10102,10/28/09 04:31 AM,58.453,-167.376,2
10102,10/28/09 05:08 AM,58.427,-167.366,"B"
10102,11/02/09 05:24 AM,57.913,-167.312,2
10102,11/12/09 04:13 PM,57.011,-167.312,"B"
10102,11/02/09 05:13 AM,57.931,-167.296,3
10102,11/02/09 05:13 AM,57.926,-167.288,1
10102,11/02/09 04:43 AM,57.951,-167.27,0
10102,10/28/09 03:50 AM,58.476,-167.269,"A"
10102,11/12/09 05:09 PM,56.954,-167.224,3
10102,11/02/09 03:46 AM,57.993,-167.187,0
10102,11/12/09 05:52 PM,56.935,-167.166,"B"
10102,11/02/09 03:06 AM,58.007,-167.159,1
10102,11/02/09 03:33 AM,57.996,-167.155,2
10102,11/02/09 03:33 AM,57.995,-167.152,"A"
10102,11/02/09 02:08 AM,58.037,-167.093,0
10102,11/02/09 02:16 AM,58.042,-167.088,"A"
10102,11/13/09 02:01 AM,56.899,-167.054,0
10102,11/13/09 02:15 AM,56.896,-167.028,1
10102,10/28/09 03:22 PM,58.3,-167.023,"A"
10102,10/28/09 05:10 PM,58.293,-167.023,"B"
10102,10/28/09 05:12 PM,58.292,-167.023,0
10102,11/13/09 03:01 AM,56.891,-167.004,1
10102,11/13/09 03:41 AM,56.869,-166.987,1
10102,10/29/09 03:29 AM,58.31,-166.959,"B"
10102,11/13/09 04:42 AM,56.837,-166.954,1
10102,11/13/09 05:53 AM,56.815,-166.954,3
10102,11/13/09 04:58 AM,56.839,-166.943,1
10102,11/13/09 04:16 AM,56.857,-166.942,1
10102,10/29/09 03:25 AM,58.315,-166.94,1
10102,11/13/09 02:06 PM,56.871,-166.939,1
10102,10/29/09 05:04 AM,58.289,-166.935,"B"
10102,11/13/09 02:11 PM,56.871,-166.933,2
10102,11/13/09 02:30 PM,56.87,-166.924,3
10102,10/30/09 02:37 AM,58.16,-166.923,2
10102,10/29/09 04:41 AM,58.27,-166.913,"A"
10102,10/29/09 04:18 AM,58.264,-166.913,2
10102,10/30/09 03:03 AM,58.174,-166.908,"A"
10102,10/30/09 03:09 AM,58.177,-166.901,0
10102,11/13/09 03:14 PM,56.879,-166.895,0
10102,10/30/09 02:27 AM,58.165,-166.894,2
10102,10/30/09 04:18 AM,58.209,-166.89,3
10102,11/01/09 02:39 PM,58.225,-166.876,2
10102,11/01/09 02:53 PM,58.226,-166.873,1
10102,10/31/09 02:49 AM,58.151,-166.87,"A"
10102,10/30/09 04:46 AM,58.223,-166.859,1
10102,11/13/09 03:47 PM,56.86,-166.859,2
10102,10/30/09 04:41 AM,58.218,-166.847,1
10102,11/13/09 05:57 PM,56.837,-166.841,"B"
10102,11/13/09 03:50 PM,56.86,-166.839,0
10102,11/01/09 02:28 AM,58.115,-166.829,0
10102,11/01/09 02:18 AM,58.117,-166.827,0
10102,11/13/09 04:07 PM,56.863,-166.827,2
10102,11/13/09 05:47 PM,56.863,-166.824,0
10102,10/31/09 02:16 AM,58.166,-166.814,2
10102,10/31/09 02:13 AM,58.166,-166.811,3
10102,10/30/09 05:48 AM,58.181,-166.806,2
10102,11/01/09 02:05 AM,58.108,-166.805,1
10102,11/01/09 02:41 AM,58.115,-166.803,"A"
10102,11/13/09 05:28 PM,56.855,-166.786,3
10102,10/31/09 03:55 AM,58.148,-166.773,1
10102,10/31/09 03:53 AM,58.147,-166.773,3
10102,11/01/09 03:30 AM,58.125,-166.773,0
10102,11/01/09 03:46 AM,58.138,-166.763,"A"
10102,11/01/09 03:55 AM,58.154,-166.758,1
10102,11/13/09 05:29 PM,56.843,-166.744,1
10102,10/31/09 02:50 PM,58.191,-166.733,2
10102,10/31/09 03:02 PM,58.197,-166.728,1
10102,10/31/09 05:36 AM,58.158,-166.727,2
10102,10/31/09 04:19 AM,58.15,-166.725,0
10102,11/01/09 04:07 AM,58.155,-166.72,1
10102,10/31/09 02:18 PM,58.187,-166.718,0
10102,10/31/09 05:54 AM,58.153,-166.71,"A"
10102,11/01/09 05:36 AM,58.187,-166.703,"B"
10102,11/01/09 05:24 AM,58.202,-166.702,"B"
10102,11/01/09 05:45 AM,58.215,-166.683,0
10102,11/14/09 02:07 AM,56.859,-166.528,1
10102,11/14/09 02:49 AM,56.857,-166.476,1
10102,11/14/09 03:52 AM,56.828,-166.43,"B"
10102,11/14/09 04:30 AM,56.802,-166.408,"A"
10102,11/14/09 04:58 AM,56.801,-166.342,"A"
10102,11/14/09 04:36 AM,56.818,-166.339,0
10102,11/14/09 05:31 AM,56.774,-166.292,"A"
10102,11/15/09 02:01 AM,56.802,-165.811,"A"
10102,11/14/09 02:04 PM,56.721,-165.636,"A"
10102,11/14/09 02:18 PM,56.723,-165.561,1
10102,11/14/09 03:25 PM,56.73,-165.409,"B"
10102,11/14/09 03:58 PM,56.742,-165.35,"B"
10102,11/14/09 04:47 PM,56.72,-165.327,2
10102,11/14/09 05:04 PM,56.724,-165.317,3
10102,11/14/09 05:19 PM,56.721,-165.272,0
10102,11/15/09 02:39 AM,56.669,-165.065,2
10102,11/15/09 03:28 AM,56.648,-165.039,"A"
10102,11/15/09 04:20 AM,56.629,-164.942,0
10102,11/15/09 02:38 AM,56.614,-164.924,0
10102,11/15/09 04:32 AM,56.566,-164.911,"B"
10102,11/15/09 05:05 AM,56.647,-164.822,"B"
10102,11/19/09 02:54 AM,54.325,-164.821,0
10102,11/15/09 02:58 AM,56.699,-164.751,0
10102,11/19/09 03:33 AM,54.328,-164.724,1
10102,11/19/09 05:13 AM,54.269,-164.577,1
10102,11/19/09 05:16 AM,54.283,-164.538,"A"
10102,11/15/09 03:00 PM,56.058,-164.497,"A"
10102,11/19/09 04:40 AM,54.307,-164.492,"A"
10102,11/15/09 02:12 PM,56.089,-164.482,"B"
10102,11/15/09 03:29 PM,56.059,-164.43,"B"
10102,11/15/09 03:46 PM,55.974,-164.398,"B"
10102,11/15/09 04:32 PM,56.007,-164.37,"A"
10102,11/15/09 05:08 PM,55.98,-164.346,"B"
10102,11/18/09 05:20 AM,55.261,-164.326,"B"
10102,11/20/09 03:19 AM,54.041,-164.295,3
10102,11/20/09 02:34 AM,54.035,-164.291,2
10102,11/15/09 04:40 PM,55.99,-164.289,0
10102,11/18/09 04:50 AM,55.292,-164.234,"B"
10102,11/20/09 05:00 AM,54.028,-164.234,2
10102,11/18/09 03:20 AM,55.32,-164.201,2
10102,11/18/09 03:43 AM,55.319,-164.199,3
10102,11/20/09 04:51 AM,53.997,-164.162,"A"
10102,11/16/09 02:27 AM,55.881,-164.155,2
10102,11/16/09 02:28 AM,55.879,-164.154,1
10102,11/16/09 03:05 AM,55.887,-164.145,"B"
10102,11/16/09 04:10 AM,55.848,-164.128,3
10102,11/18/09 02:05 AM,55.348,-164.12,"A"
10102,11/16/09 05:44 AM,55.776,-164.114,"B"
10102,11/16/09 04:46 AM,55.839,-164.077,"A"
10102,11/16/09 02:04 PM,55.586,-164.066,0
10102,11/17/09 05:34 AM,55.488,-164.053,1
10102,11/16/09 02:35 PM,55.6,-164.052,1
10102,11/17/09 03:57 AM,55.459,-164.017,0
10102,11/17/09 05:14 AM,55.493,-164.015,2
10102,11/17/09 04:21 AM,55.47,-163.992,0
10102,11/17/09 02:13 AM,55.456,-163.946,2
10102,11/21/09 03:08 AM,53.762,-163.082,1
10102,11/21/09 02:13 AM,53.724,-163.042,"A"
10102,11/21/09 04:27 AM,53.736,-162.976,0
10102,11/21/09 03:44 AM,53.751,-162.972,"A"
10102,11/21/09 04:49 AM,53.721,-162.96,2
10102,11/21/09 05:31 AM,53.713,-162.928,1
10102,11/22/09 02:05 AM,53.582,-162.063,1
10102,11/22/09 04:35 AM,53.564,-162.062,"B"
10102,11/22/09 02:55 AM,53.574,-162.061,2
10102,11/22/09 03:23 AM,53.566,-162.052,1
10102,11/23/09 02:11 AM,53.595,-160.545,0
10102,11/23/09 02:59 AM,53.591,-160.536,"A"
10102,11/23/09 02:42 AM,53.563,-160.519,2
10102,11/23/09 04:25 AM,53.546,-160.39,1
10102,11/23/09 04:40 AM,53.543,-160.386,"A"
10102,11/23/09 04:49 AM,53.546,-160.375,1
10102,11/23/09 05:19 AM,53.587,-160.352,"B"
10102,11/23/09 02:08 PM,53.488,-159.653,2
10102,11/24/09 02:36 AM,53.417,-159.437,0
10102,11/24/09 02:31 AM,53.422,-159.405,3
10102,11/24/09 02:03 AM,53.493,-159.383,"A"
10102,11/24/09 04:12 AM,53.411,-159.334,1
10102,11/24/09 04:17 AM,53.409,-159.326,2
10102,11/24/09 04:56 AM,53.416,-159.317,2
10102,11/25/09 02:11 AM,53.314,-158.74,1
10102,11/25/09 02:20 AM,53.314,-158.735,1
10102,11/25/09 04:34 AM,53.281,-158.699,0
10102,11/25/09 04:08 AM,53.293,-158.678,0
10102,11/26/09 02:07 AM,53.228,-157.837,2
10102,11/26/09 03:25 AM,53.225,-157.73,2
10102,11/26/09 05:31 AM,53.211,-157.609,2
10102,11/26/09 05:25 AM,53.227,-157.599,0
10102,11/27/09 02:00 AM,53.046,-157.185,"A"
10102,11/27/09 04:44 AM,53.216,-156.754,"B"
10102,11/27/09 05:27 AM,53.199,-156.754,"B"
10102,11/27/09 03:36 AM,53.222,-156.73,"A"
10102,11/27/09 03:08 AM,53.161,-156.691,"B"
10102,11/28/09 02:38 AM,53.078,-155.53,"B"
10102,11/28/09 04:23 AM,53.112,-155.41,"B"
10102,11/28/09 05:03 AM,53.123,-155.373,"B"
10102,11/28/09 04:44 AM,53.117,-155.365,"B"
10102,11/28/09 02:49 PM,53.209,-155.355,1
10102,11/28/09 03:17 PM,53.213,-155.34,0
10102,11/28/09 05:00 AM,53.118,-155.338,"B"
10102,11/28/09 02:56 PM,53.277,-155.336,"B"
10102,11/28/09 03:29 AM,53.197,-155.261,"B"
10102,11/29/09 03:14 AM,53.117,-155.083,"B"
10102,11/29/09 04:24 AM,53.126,-154.984,"B"
10102,11/29/09 04:43 AM,53.097,-154.975,"B"
10102,11/29/09 03:58 AM,53.13,-154.955,"A"
10102,11/29/09 04:57 AM,53.104,-154.801,"B"
10102,11/29/09 03:10 PM,53.086,-154.583,"B"
10102,11/30/09 03:32 AM,53.09,-154.229,"A"
10102,11/30/09 05:43 AM,53.107,-154.161,3
10102,11/30/09 04:17 AM,53.089,-154.16,0
10102,11/30/09 04:41 AM,53.093,-154.159,1
10102,11/30/09 02:57 AM,53.136,-154.049,"B"
10102,11/30/09 02:02 PM,53.141,-153.942,1
10102,11/30/09 02:32 PM,53.158,-153.92,0
10102,12/01/09 02:50 AM,53.188,-153.833,3
10102,12/01/09 03:08 AM,53.194,-153.822,1
10102,12/01/09 03:54 AM,53.216,-153.806,"B"
10102,12/01/09 04:30 AM,53.189,-153.78,"A"
10102,12/01/09 05:33 AM,53.166,-153.764,"A"
10102,12/01/09 03:43 AM,53.177,-153.761,"A"
10102,12/01/09 05:21 AM,53.168,-153.758,1
10102,12/01/09 03:04 PM,53.111,-153.574,1
10102,12/01/09 02:50 PM,53.064,-153.488,"A"
10102,12/02/09 02:35 AM,53.157,-153.439,1
10102,12/02/09 02:43 AM,53.157,-153.419,2
10102,12/02/09 03:23 AM,53.119,-153.384,"B"
10102,12/02/09 04:25 AM,53.153,-153.373,"B"
10102,12/02/09 04:15 AM,53.145,-153.329,2
10102,12/02/09 05:10 AM,53.148,-153.257,2
10102,12/02/09 05:03 AM,53.147,-153.243,0
10102,12/02/09 05:56 AM,53.143,-153.182,"B"
10102,12/02/09 02:13 PM,53.056,-152.689,1
10102,12/02/09 02:37 PM,53.049,-152.653,"A"
10102,12/02/09 02:53 PM,53.049,-152.634,3
10102,12/03/09 02:18 AM,53.057,-152.403,1
10102,12/03/09 02:25 AM,53.061,-152.382,"A"
10102,12/03/09 03:04 AM,53.078,-152.36,"B"
10102,12/03/09 04:06 AM,53.038,-152.292,"A"
10102,12/03/09 04:42 AM,53.04,-152.272,"A"
10102,12/03/09 04:03 AM,53.051,-152.266,"B"
10102,12/03/09 04:47 AM,53.038,-152.259,"A"
10102,12/03/09 05:47 AM,53.03,-152.229,"A"
10102,12/03/09 02:04 PM,53.041,-151.964,2
10102,12/03/09 02:28 PM,53.034,-151.956,3
10102,12/03/09 02:25 PM,53.039,-151.955,2
10102,12/04/09 02:11 AM,53.06,-151.886,"A"
10102,12/04/09 05:55 AM,53.083,-151.681,"A"
10102,12/04/09 03:43 PM,53.129,-151.521,2
10102,12/04/09 04:07 PM,53.132,-151.482,2
10102,12/04/09 02:27 PM,53.122,-151.479,0
10102,12/04/09 03:30 PM,53.122,-151.477,1
10102,12/04/09 02:04 PM,53.119,-151.474,"A"
10102,12/04/09 02:16 PM,53.112,-151.473,2
10102,12/05/09 02:01 AM,53.224,-151.337,1
10102,12/05/09 05:24 AM,53.356,-151.231,1
10102,12/05/09 03:42 AM,53.255,-151.223,1
10102,12/04/09 05:57 AM,52.909,-150.91,"B"
10102,12/05/09 02:04 PM,53.559,-150.809,"B"
10102,12/07/09 02:28 PM,53.895,-150.488,"A"
10102,12/07/09 04:50 AM,53.949,-150.424,0
10102,12/06/09 02:57 PM,53.963,-150.288,1
10102,12/07/09 03:13 AM,54.028,-150.282,"B"
10102,12/08/09 02:02 AM,54.033,-150.059,0
10102,12/09/09 02:56 AM,54.147,-150.008,1
10102,12/09/09 03:17 AM,54.144,-150.004,"B"
10102,12/09/09 04:35 AM,54.132,-149.975,"B"
10102,12/08/09 02:07 PM,54.092,-149.959,1
10102,12/10/09 03:58 AM,54.107,-149.943,"A"
10102,12/09/09 05:45 AM,54.097,-149.926,2
10102,12/08/09 04:39 AM,54.017,-149.917,"A"
10102,12/10/09 02:52 AM,54.083,-149.914,2
10102,12/08/09 04:46 AM,54.024,-149.909,"B"
10102,12/10/09 05:34 AM,54.085,-149.884,1
10102,12/10/09 04:25 AM,54.098,-149.872,0
10102,12/10/09 03:44 AM,54.086,-149.87,1
10102,12/10/09 05:25 AM,54.087,-149.865,1
10102,12/11/09 03:40 AM,54.237,-149.702,"B"
10102,12/11/09 04:13 AM,54.22,-149.688,1
10102,12/11/09 04:58 AM,54.304,-149.679,"B"
10102,12/11/09 05:17 AM,54.203,-149.645,"A"
10102,12/11/09 05:53 AM,54.209,-149.637,1
10102,12/14/09 04:37 AM,54.091,-149.54,"B"
10102,12/15/09 03:27 AM,54.106,-149.523,"A"
10102,12/14/09 03:02 PM,54.111,-149.513,2
10102,12/14/09 02:09 PM,54.134,-149.505,"A"
10102,12/14/09 02:12 PM,54.111,-149.502,1
10102,12/14/09 03:50 PM,54.109,-149.496,"A"
10102,12/14/09 03:51 PM,54.109,-149.496,2
10102,12/14/09 03:24 PM,54.108,-149.495,2
10102,12/14/09 04:43 PM,54.106,-149.495,3
10102,12/14/09 02:00 AM,53.976,-149.489,"A"
10102,12/15/09 02:05 PM,54.208,-149.479,1
10102,12/14/09 05:51 AM,54.101,-149.477,1
10102,12/15/09 02:38 PM,54.197,-149.476,1
10102,12/14/09 05:18 AM,54.091,-149.468,"B"
10102,12/15/09 03:14 PM,54.192,-149.466,"A"
10102,12/14/09 05:30 AM,54.1,-149.466,"A"
10102,12/15/09 03:28 AM,54.117,-149.46,1
10102,12/14/09 04:13 AM,54.057,-149.449,0
10102,12/15/09 04:13 AM,54.229,-149.448,"A"
10102,12/15/09 05:33 AM,54.183,-149.441,"A"
10102,12/14/09 03:36 AM,54.059,-149.441,1
10102,12/16/09 02:09 AM,54.223,-149.427,"A"
10102,12/14/09 02:56 AM,54.059,-149.418,"A"
10102,12/13/09 05:29 AM,54.077,-149.405,1
10102,12/13/09 03:49 AM,54.111,-149.4,2
10102,12/13/09 02:07 AM,54.169,-149.393,3
10102,12/13/09 05:54 AM,54.078,-149.388,1
10102,12/13/09 05:56 PM,54.06,-149.386,0
10102,12/13/09 04:15 AM,54.105,-149.384,2
10102,12/13/09 03:19 AM,54.111,-149.378,2
10102,12/16/09 03:48 AM,53.997,-149.363,"B"
10102,12/16/09 03:31 AM,54.185,-149.337,"B"
10102,12/13/09 02:23 PM,54.077,-149.299,3
10102,12/13/09 02:21 PM,54.083,-149.293,1
10102,12/13/09 02:00 PM,54.057,-149.262,"A"
10102,12/13/09 05:45 PM,54.075,-149.256,3
10102,12/16/09 02:16 PM,54.067,-149.248,2
10102,12/16/09 04:57 AM,54.095,-149.245,"B"
10102,12/16/09 03:04 PM,54.075,-149.161,1
10102,12/16/09 05:12 AM,54.072,-149.074,0
10102,12/17/09 03:03 AM,53.964,-148.774,2
10102,12/17/09 03:25 AM,53.954,-148.733,1
10102,12/17/09 04:21 AM,53.942,-148.603,2
10102,12/17/09 04:42 AM,53.946,-148.543,2
10102,12/18/09 05:35 AM,53.896,-148.233,2
10102,12/18/09 04:41 AM,53.604,-148.219,"A"
10102,12/18/09 04:31 AM,53.828,-148.172,"A"
10102,12/18/09 04:28 AM,53.847,-148.151,"A"
10102,12/18/09 03:02 AM,53.788,-148.148,"B"
10102,12/18/09 03:57 AM,53.822,-148.142,2
10102,12/18/09 02:52 AM,53.852,-148.029,"B"
